meeting_id,case_id,CaseNumber,MeetingType,MeetingDate,Result,Vote
43166,42654,6-MD-2013,Other,,,
43206,43120,122-LL-2013,City Council Hearing,2014-01-14 00:00:00,,
43210,43124,124-LL-2013,City Council Hearing,2014-01-27 00:00:00,,
43249,43084,389-SA-2013,Other,2013-12-17 00:00:00,APPROVED,
43250,43074,382-SA-2013,Other,2013-12-17 00:00:00,APPROVED,
43253,43088,391-SA-2013,Other,2013-12-17 00:00:00,APPROVED,
43258,42916,322-SA-2013,Other,2013-12-17 00:00:00,APPROVED,
43306,43101,396-SA-2013,Other,2014-01-06 00:00:00,APPROVED,
43310,43154,14-UP-2013,Planning Commission Hearing,2014-02-12 00:00:00,CONTINUED,6-0
43313,43121,64-DR-2013,Other,2013-12-19 00:00:00,,
43320,43176,5-SE-2014,Other,2014-01-08 00:00:00,APPROVED,
43321,43177,6-SE-2014,Other,2014-01-08 00:00:00,,
43326,43184,2-LL-2014,City Council Hearing,2014-02-04 00:00:00,APPROVED,
43328,43187,8-SE-2014,Other,2014-01-08 00:00:00,,
43329,43187,8-SE-2014,Other,,,
43337,43115,400-SA-2013,Other,2014-01-06 00:00:00,APPROVED,
43342,43157,177-SA-2013#2,Other,2014-01-06 00:00:00,APPROVED,
43343,43155,358-SA-2007#2,Other,2014-01-06 00:00:00,APPROVED,
43348,43146,412-SA-2013,Other,2014-01-06 00:00:00,APPROVED,
43367,43195,1-GB-2014,Other,2014-01-08 00:00:00,APPROVED,
43368,43198,11-SE-2014,Other,2014-01-15 00:00:00,APPROVED,
43369,43198,11-SE-2014,Other,,APPROVED,
43375,43013,19-DR-2007#3,Other,2014-01-09 00:00:00,APPROVED,
43377,43200,1-TA-2014,Planning Commission Hearing,2014-02-12 00:00:00,AMENDED,6-0
43378,42536,4-TA-2013,Planning Commission Hearing,2014-01-22 00:00:00,,
43388,43203,32-UP-2003#2,Planning Commission Hearing,2014-02-26 00:00:00,RECOMMENDATION,7-0
43109,43061,224-SE-2013,Other,2013-12-04 00:00:00,APPROVED,
43147,42933,1-MN-2013,Other,2013-12-02 00:00:00,APPROVED,
43185,43095,226-SE-2013,Other,2013-12-11 00:00:00,APPROVED,
43186,43095,226-SE-2013,Other,,APPROVED,
43254,43069,378-SA-2013,Other,2013-12-17 00:00:00,APPROVED,
43276,42714,10-UP-2013,City Council Hearing,2014-01-14 00:00:00,APPROVED,4-3
43282,43093,395-SA-2013,Other,2014-05-09 00:00:00,APPROVED,
43285,43107,111-DR-2009#2,Development Review Hearing,2014-01-16 00:00:00,APPROVED,4-0
43941,42299,61-UP-1997#3,Planning Commission Hearing,2014-05-14 00:00:00,RECOMMENDATION,5-0
43294,36225,9-WM-2008,Other,,,
43327,43186,7-SE-2014,Other,2014-01-08 00:00:00,APPROVED,
43338,43138,405-SA-2013,Other,2014-01-06 00:00:00,APPROVED,
43339,43079,385-SA-2013,Other,2014-01-06 00:00:00,APPROVED,
43344,43159,418-SA-2013,Other,2014-01-06 00:00:00,APPROVED,
43355,43190,9-SE-2014,Other,2014-01-15 00:00:00,APPROVED,
43356,43190,9-SE-2014,Other,,APPROVED,
43370,43199,12-SE-2014,Other,2014-01-15 00:00:00,,
43371,43199,12-SE-2014,Other,,,
43389,43213,13-SE-2014,Other,2014-01-15 00:00:00,,
43390,43206,23-MS-2013#2,Other,2014-01-14 00:00:00,APPROVED,
43392,43201,9-SA-2014,Other,2014-01-14 00:00:00,APPROVED,
43393,43169,1-SA-2014,Other,2014-01-14 00:00:00,APPROVED,
43394,42890,311-SA-2013,Other,2014-01-14 00:00:00,APPROVED,
43395,43167,422-SA-2013,Other,2014-01-14 00:00:00,APPROVED,
43399,43202,10-SA-2014,Other,2014-01-14 00:00:00,APPROVED,
43402,43205,12-SA-2014,Other,2014-01-14 00:00:00,APPROVED,
43410,43179,4-SA-2014,Other,2014-01-14 00:00:00,APPROVED,
43423,43218,1-DR-2014,Development Review Hearing,2014-07-17 00:00:00,APPROVED,7-0
43435,43230,16-SE-2014,Other,2014-01-22 00:00:00,APPROVED,
43442,43235,18-SE-2014,Other,2014-01-29 00:00:00,APPROVED,
43443,43235,18-SE-2014,Other,,APPROVED,
43445,43040,6-AB-2013,Planning Commission Hearing,2014-02-26 00:00:00,RECOMMENDATION,7-0
43446,40343,22-PP-2011,City Council Hearing,2014-06-17 00:00:00,APPROVED,7-0
43447,43154,14-UP-2013,Planning Commission Hearing,2014-03-05 00:00:00,APPROVED,6-0
43448,42779,15-ZN-2013,City Council Hearing,2014-05-06 00:00:00,APPROVED,7-0
43453,43246,5-LL-2014,City Council Hearing,2014-02-25 00:00:00,APPROVED,
43456,43170,2-SA-2014,Other,2014-01-23 00:00:00,APPROVED,
43457,43243,31-SA-2014,Other,2014-01-23 00:00:00,APPROVED,
43458,43245,33-SA-2014,Other,2014-01-23 00:00:00,APPROVED,
43462,43178,3-SA-2014,Other,2014-01-23 00:00:00,APPROVED,
43465,43227,23-SA-2014,Other,2014-01-23 00:00:00,APPROVED,
43469,43179,4-SA-2014,Other,2014-01-23 00:00:00,,
43479,43252,1-BI-2014,City Council Hearing,2014-02-25 00:00:00,APPROVED,
43506,43260,39-SA-2014,Other,2014-01-29 00:00:00,APPROVED,
43508,43263,40-SA-2014,Other,2014-01-29 00:00:00,APPROVED,
43514,43244,32-SA-2014,Other,2014-01-29 00:00:00,APPROVED,
43540,43281,1-BA-2014,Board of Adjustments Hearing,2014-03-05 00:00:00,DENIED,4-1
43543,43098,10-GP-2013,Other,2014-01-08 00:00:00,RECOMMENDATION OF APPROVAL,6-0
43544,43099,19-ZN-2013,Other,2014-01-08 00:00:00,RECOMMENDATION OF APPROVAL,6-0
43549,43279,45-SA-2014,Other,2014-02-06 00:00:00,APPROVED,
43556,43273,26-MS-2009#2,Other,2014-02-06 00:00:00,APPROVED,
43560,43287,47-SA-2014,Other,2014-02-06 00:00:00,APPROVED,
43105,43058,113-LL-2013,City Council Hearing,2014-01-14 00:00:00,APPROVED,
43142,43056,372-SA-2013,Other,2013-12-02 00:00:00,,
43143,43055,371-SA-2013,Other,2013-12-02 00:00:00,APPROVED,
43144,43053,369-SA-2013,Other,2013-12-02 00:00:00,APPROVED,
43151,42995,349-SA-2013,Other,2013-12-02 00:00:00,APPROVED,
43153,43078,384-SA-2013,Other,2013-12-02 00:00:00,APPROVED,
43155,43072,381-SA-2013,Other,2013-12-02 00:00:00,APPROVED,
43173,43028,3-HP-2013#2,Historic Preservation Committee,2013-11-19 00:00:00,APPROVED,
43214,43126,126-LL-2013,City Council Hearing,2014-01-27 00:00:00,APPROVED,
43242,43089,392-SA-2013,Other,2013-12-17 00:00:00,APPROVED,
43243,43133,403-SA-2013,Other,2013-12-17 00:00:00,APPROVED,
43245,43039,361-SA-2013,Other,2013-12-17 00:00:00,APPROVED,
43246,43086,390-SA-2013,Other,2013-12-17 00:00:00,APPROVED,
43255,43081,387-SA-2013,Other,2013-12-17 00:00:00,APPROVED,
43293,42505,1-PE-2013,Other,2013-10-09 00:00:00,,
43316,43172,1-SE-2014,Other,2014-01-08 00:00:00,,
43425,43225,1-EX-2014,City Council Hearing,2014-02-04 00:00:00,APPROVED,
43466,43216,19-SA-2014,Other,2014-01-23 00:00:00,APPROVED,
43524,43275,25-SE-2014,Other,2014-02-05 00:00:00,,
43525,43275,25-SE-2014,Other,,APPROVED,
43526,43276,26-SE-2014,Other,2014-02-12 00:00:00,APPROVED,
43532,43280,28-SE-2014,Other,2014-02-12 00:00:00,APPROVED,
43535,41905,35-PP-2012,Other,2013-04-30 00:00:00,APPROVED,
43553,43197,8-SA-2014,Other,2014-02-06 00:00:00,APPROVED,
43559,43257,37-SA-2014,Other,2014-02-06 00:00:00,APPROVED,
43576,43292,10-LL-2014,City Council Hearing,2014-03-04 00:00:00,APPROVED,
43582,43298,30-SE-2014,Other,2014-02-19 00:00:00,APPROVED,
43583,43298,30-SE-2014,Other,,APPROVED,
43590,43301,11-LL-2014,City Council Hearing,2014-03-18 00:00:00,APPROVED,
43594,43303,2-GB-2014,Other,2014-02-11 00:00:00,APPROVED,
43595,43304,32-SE-2014,Other,2014-02-19 00:00:00,APPROVED,
43596,43304,32-SE-2014,Other,,APPROVED,
43597,43305,2-SS-2014,Other,2014-02-11 00:00:00,APPROVED,
43614,43163,419-SA-2013,Other,2014-02-13 00:00:00,APPROVED,
43623,43309,35-SA-2013#2,Other,2014-09-15 00:00:00,APPROVED,
43626,42312,8-PP-2013,Other,2013-05-24 00:00:00,APPROVED,
43629,43320,3-EX-2014,City Council Hearing,2014-02-18 00:00:00,APPROVED,
43635,41328,18-PP-2012,Other,2012-08-03 00:00:00,APPROVED,
43637,41156,11-PP-2012,Other,,WITHDRAWN,
43640,42101,4-PP-2013,Other,2013-03-21 00:00:00,APPROVED,
43641,42315,10-PP-2013,Other,2013-05-14 00:00:00,APPROVED,
43642,42009,1-PP-2013,Other,2013-01-30 00:00:00,APPROVED,
43645,43325,4-EX-2014,City Council Hearing,2014-02-18 00:00:00,APPROVED,
43647,43315,34-SE-2014,Other,2014-02-19 00:00:00,APPROVED,
43648,43315,34-SE-2014,Other,2014-02-19 00:00:00,APPROVED,
43650,43329,5-EX-2014,City Council Hearing,2014-03-18 00:00:00,APPROVED,
43655,43332,39-SE-2014,Other,2014-02-26 00:00:00,APPROVED,
43656,43332,39-SE-2014,Other,,APPROVED,
43657,43333,40-SE-2014,Other,2014-02-26 00:00:00,,
43665,42028,2-PP-2013,City Council Hearing,2014-03-18 00:00:00,APPROVED,7-0
43666,38520,6-AB-2010,City Council Hearing,2014-03-18 00:00:00,APPROVED,7-0
43667,43351,43-SE-2014,Other,2014-02-26 00:00:00,APPROVED,
43668,43351,43-SE-2014,Other,,APPROVED,
43670,43358,12-LL-2014,City Council Hearing,2014-04-08 00:00:00,APPROVED,
43671,43361,44-SE-2014,Other,2014-02-26 00:00:00,APPROVED,
43672,43360,13-LL-2014,City Council Hearing,2014-04-08 00:00:00,APPROVED,
43678,42600,2-AB-2013,City Council Hearing,2014-04-08 00:00:00,APPROVED,7-0
43679,43040,6-AB-2013,City Council Hearing,2014-05-06 00:00:00,APPROVED,7-0
43680,43203,32-UP-2003#2,City Council Hearing,2014-04-08 00:00:00,APPROVED,7-0
43681,43098,10-GP-2013,City Council Hearing,2014-04-08 00:00:00,APPROVED,5-2
46358,44732,70-SE-2015,Other,2015-03-11 00:00:00,,
46359,44733,71-SE-2015,Other,2015-03-11 00:00:00,APPROVED,
46366,44059,43-DR-2014,Development Review Hearing,2015-04-16 00:00:00,APPROVED,7-0
46372,44741,29-LL-2015,City Council Hearing,2015-04-14 00:00:00,APPROVED,
46373,44572,2-BA-2015,Board of Adjustments Hearing,2015-03-04 00:00:00,APPROVED,4-3
46374,44729,4-HP-2015,Other,2015-03-09 00:00:00,APPROVED,
46375,44740,81-SA-2015,Other,2015-03-09 00:00:00,APPROVED,
46382,44613,40-SA-2015,Other,2015-03-09 00:00:00,APPROVED,
46404,44720,69-SA-2015,Other,2015-03-12 00:00:00,APPROVED,
46427,44771,31-LL-2015,City Council Hearing,2015-04-14 00:00:00,APPROVED,
46447,44705,67-SA-2015,Other,2015-03-17 00:00:00,APPROVED,
46455,44732,70-SE-2015,Other,,,
46490,44790,101-SA-2015,Other,2015-03-23 00:00:00,APPROVED,
46492,44785,99-SA-2015,Other,2015-03-23 00:00:00,APPROVED,
46493,44764,91-SA-2015,Other,2015-03-23 00:00:00,APPROVED,
46527,44827,89-SE-2015,Other,2015-04-01 00:00:00,APPROVED,
46528,44827,89-SE-2015,Other,,APPROVED,
46487,44774,95-SA-2015,Other,2015-03-23 00:00:00,APPROVED,
46488,44798,105-SA-2015,Other,2015-03-23 00:00:00,APPROVED,
46489,44796,103-SA-2015,Other,2015-03-23 00:00:00,APPROVED,
46472,44793,81-SE-2015,Other,,,
46507,44811,86-SE-2015,Other,2015-04-01 00:00:00,APPROVED,
46515,39435,1-ZN-2011,Planning Commission Hearing,2015-04-22 00:00:00,CONTINUED,7-0
46529,44829,90-SE-2015,Other,,APPROVED,
46530,44829,90-SE-2015,Other,,APPROVED,
47734,44744,1-PP-2015,City Council Hearing,2015-11-10 00:00:00,APPROVED,7-0
47770,45455,6-TA-2015,Open House,2015-10-22 00:00:00,,
47946,45447,53-DR-2015,Development Review Hearing,2015-12-03 00:00:00,APPROVED,7-0
47772,45455,6-TA-2015,Open House,2015-11-13 00:00:00,,
47773,45455,6-TA-2015,Open House,2015-11-12 00:00:00,,
47774,45455,6-TA-2015,Open House,2015-12-08 00:00:00,,
47780,45463,215-SE-2015,Other,2015-10-14 00:00:00,APPROVED,
47783,45465,99-LL-2015,City Council Hearing,2015-11-10 00:00:00,APPROVED,
47807,44814,4-TA-2015,Planning Commission Hearing,,,
47808,44814,4-TA-2015,City Council Hearing,2015-12-02 00:00:00,APPROVED,7-0
47811,45299,10-UP-2015,City Council Hearing,2016-01-11 00:00:00,APPROVED,6-1
47812,45148,11-ZN-2015,City Council Hearing,2016-01-11 00:00:00,APPROVED,7-0
47971,43915,8-AB-2014,City Council Hearing,2015-12-02 00:00:00,APPROVED,7-0
47976,44979,115-SE-2015,Other,,APPROVED,
47981,45548,108-LL-2015,City Council Hearing,2015-12-02 00:00:00,APPROVED,
47983,45190,12-ZN-2015,Planning Commission Hearing,2015-11-18 00:00:00,RECOMMENDATION,6-0
47984,45188,3-GP-2015,Planning Commission Hearing,2015-11-18 00:00:00,RECOMMENDATION,6-0
47992,45504,6-PP-1992#2,Other,2015-11-04 00:00:00,,
48013,45568,243-SE-2015,Other,2015-11-11 00:00:00,APPROVED,
48060,45586,388-SA-2015,Other,2015-12-23 00:00:00,APPROVED,
48104,45007,2-AB-2015,Planning Commission Hearing,2016-01-13 00:00:00,RECOMMENDATION,6-0
48105,45007,2-AB-2015,City Council Hearing,2016-02-23 00:00:00,APPROVED,7-0
48118,45625,253-SE-2015,Other,2015-12-02 00:00:00,APPROVED,
48126,45631,254-SE-2015,Other,2015-12-02 00:00:00,APPROVED,
48168,45661,258-SE-2015,Other,2015-12-09 00:00:00,APPROVED,
48174,44822,2-PP-2015,City Council Hearing,2016-01-26 00:00:00,APPROVED,7-0
48184,44748,9-DR-2015,Development Review Hearing,2016-01-21 00:00:00,APPROVED,7-0
48191,45681,119-LL-2015,City Council Hearing,2016-01-11 00:00:00,APPROVED,
48192,45684,120-LL-2015,City Council Hearing,2016-01-11 00:00:00,APPROVED,
48204,45689,261-SE-2015,Other,2015-12-16 00:00:00,WITHDRAWN,
48206,45690,262-SE-2015,Other,2015-12-16 00:00:00,APPROVED,
48207,45690,262-SE-2015,Other,,APPROVED,
48214,45695,4-GB-2015,Other,2015-07-27 00:00:00,,
48218,45006,7-ZN-2015,Planning Commission Hearing,2016-02-24 00:00:00,RECOMMENDATION,7-0
48221,45701,263-SE-2015,Other,2016-01-06 00:00:00,APPROVED,
48222,45333,44-DR-2015,Development Review Hearing,2016-01-21 00:00:00,APPROVED,7-0
48227,45707,265-SE-2015,Other,2016-01-06 00:00:00,APPROVED,
48230,45712,267-SE-2015,Other,2016-01-06 00:00:00,APPROVED,
48233,45617,20-ZN-2015,Planning Commission Hearing,2016-02-10 00:00:00,,
48238,45628,407-SA-2015,Other,2015-12-23 00:00:00,APPROVED,
48252,45667,421-SA-2015,Other,2015-12-23 00:00:00,APPROVED,
48263,33936,,Development Review Hearing,2016-01-21 00:00:00,,
48273,45423,52-DR-2015,Development Review Hearing,2016-01-21 00:00:00,APPROVED,7-0
