meeting_id,case_id,CaseNumber,MeetingType,MeetingDate,Result,Vote
15525,4386,,Development Review Hearing,1989-06-08 00:00:00,CONTINUED, 
15526,4720,66-DR-1989,Development Review Hearing,1989-06-08 00:00:00,APPROVED,4-0
15527,4704,51-DR-1989,Development Review Hearing,1989-06-08 00:00:00,APPROVED,5-0
15528,25692,51-MS-1989,Development Review Hearing,1989-06-08 00:00:00,APPROVED,5-0
15529,14457,,Development Review Hearing,1989-06-22 00:00:00,APPROVED,7-0
15530,4487,,Development Review Hearing,1989-06-22 00:00:00,APPROVED,7-0
15531,4722,,Development Review Hearing,1989-06-22 00:00:00,APPROVED,6-0
15532,4726,,Development Review Hearing,1989-06-22 00:00:00,APPROVED,5-0
15533,4727,,Development Review Hearing,1989-06-22 00:00:00,APPROVED,7-0
15534,25696,90-DR-1987,Development Review Hearing,1989-06-22 00:00:00,APPROVED,7-0
15535,5432,15-DR-1988,Development Review Hearing,1989-06-22 00:00:00,APPROVED,7-0
15536,25697,15-MS-1988,Development Review Hearing,1989-06-22 00:00:00,APPROVED,7-0
15545,25713,52-DR-2003,Development Review Hearing,2003-09-04 00:00:00,APPROVED,7-0
15568,25714,237-SA-2003,Other,2003-07-02 00:00:00,APPROVED, 
15571,25717,238-SA-2003,Other,2003-07-03 00:00:00,APPROVED, 
15572,25719,133-SA-2003#2,Other,2003-07-07 00:00:00,DENIED, 
15574,25671,231-SA-2003,Other,2003-07-03 00:00:00,DENIED, 
15575,25721,239-SA-2003,Other,2003-07-03 00:00:00,DENIED, 
15602,25732,56-DR-2003,Development Review Hearing,2003-09-18 00:00:00,APPROVED,7-0
15604,25733,57-DR-2003,Development Review Hearing,2003-09-18 00:00:00,APPROVED,7-0
15605,25734,242-SA-2003,Other,2003-07-14 00:00:00,APPROVED, 
15607,25736,93-SA-2003#2,Other,2003-07-10 00:00:00,APPROVED, 
15612,4485,89-MS-1987#3,Development Review Hearing,1988-09-22 00:00:00,APPROVED,6-0
15613,4731,,Development Review Hearing,1989-07-06 00:00:00,APPROVED,6-0
15614,4736,78-DR-1989,Development Review Hearing,1989-07-06 00:00:00,CONTINUED, 
15615,4737,,Development Review Hearing,1989-07-06 00:00:00,DENIED,4-0
15616,4738,,Development Review Hearing,1989-07-06 00:00:00,APPROVED,6-0
15617,25640,,Development Review Hearing,1989-07-06 00:00:00,APPROVED,5-0
15618,4386,,Development Review Hearing,1989-07-06 00:00:00,APPROVED,5-0
15619,4724,,Development Review Hearing,1989-07-06 00:00:00,APPROVED,6-0
15620,4728,,Development Review Hearing,1989-07-06 00:00:00,APPROVED,6-0
15621,4735,,Development Review Hearing,1989-07-06 00:00:00,APPROVED,4-0
15622,5300,,Development Review Hearing,1989-07-06 00:00:00,DENIED,5-0
15623,25740,89-DR-1987#3,Development Review Hearing,1989-07-06 00:00:00,APPROVED,6-0
15626,25741,245-SA-2003,Other,2003-07-14 00:00:00,ON HOLD, 
15627,25376,89-DR-1999#2,Development Review Hearing,2003-07-10 00:00:00,CONTINUED, 
15663,25764,248-SA-2003,Other,2003-07-15 00:00:00,APPROVED, 
15665,25763,51-LL-2003,City Council Hearing,2003-08-26 00:00:00,APPROVED,7-0
15667,25766,249-SA-2003,Other,2003-07-15 00:00:00,ON HOLD, 
15668,25768,251-SA-2003,Other,2003-07-15 00:00:00,ON HOLD, 
15669,25767,250-SA-2003,Other,2003-07-11 00:00:00,APPROVED, 
15695,25721,239-SA-2003,Other,2003-07-15 00:00:00,APPROVED, 
21616,29233,3-HE-2005,Other,, , 
21617,29300,28-DR-2005,Development Review Hearing,2005-09-08 00:00:00,APPROVED,5-1
21618,29301,12-UP-2003#2,City Council Hearing,2005-07-06 00:00:00,APPROVED,7-0
21619,29301,12-UP-2003#2,Planning Commission Hearing,2005-06-15 00:00:00,AMENDED,7-0
21620,29275,27-LD-2005,Other,2005-04-14 00:00:00,APPROVED, 
21625,29180,114-SA-2005,Other,2005-04-18 00:00:00,APPROVED, 
21626,29180,114-SA-2005,Other,2005-04-19 00:00:00, , 
21627,29294,140-SA-2005,Other,2005-04-19 00:00:00, , 
21628,29292,139-SA-2005,Other,2005-04-15 00:00:00,APPROVED, 
21629,29292,139-SA-2005,Other,2005-04-19 00:00:00, , 
21630,29287,137-SA-2005,Other,2005-04-15 00:00:00,APPROVED, 
21631,29287,137-SA-2005,Other,2005-04-19 00:00:00, , 
21632,28864,48-SA-2005,Other,2005-04-15 00:00:00,APPROVED, 
21633,28864,48-SA-2005,Other,2005-04-19 00:00:00, , 
21634,29289,138-SA-2005,Other,2005-04-15 00:00:00,APPROVED, 
21635,29289,138-SA-2005,Other,2005-04-19 00:00:00, , 
21636,29272,134-SA-2005,Other,2005-04-14 00:00:00,APPROVED, 
21637,29272,134-SA-2005,Other,2005-04-19 00:00:00, , 
21638,29271,133-SA-2005,Other,2005-04-14 00:00:00,APPROVED, 
21639,29271,133-SA-2005,Other,2005-04-19 00:00:00, , 
21640,29255,129-SA-2005,Other,2005-04-12 00:00:00,APPROVED, 
21641,29255,129-SA-2005,Other,2005-04-19 00:00:00, , 
21642,29192,117-SA-2005,Other,2005-04-11 00:00:00,APPROVED, 
21643,29192,117-SA-2005,Other,2005-04-19 00:00:00, , 
21644,29286,136-SA-2005,Other,2005-04-15 00:00:00,APPROVED, 
21645,29286,136-SA-2005,Other,2005-04-19 00:00:00, , 
21646,29249,127-SA-2005,Other,2005-04-12 00:00:00,APPROVED, 
21647,29249,127-SA-2005,Other,2005-04-19 00:00:00, , 
21648,29262,131-SA-2005,Other,2005-04-19 00:00:00, , 
21649,29246,126-SA-2005,Other,2005-04-12 00:00:00,APPROVED, 
21650,29246,126-SA-2005,Other,2005-04-19 00:00:00, , 
21651,29244,125-SA-2005,Other,2005-04-11 00:00:00,APPROVED, 
21652,29244,125-SA-2005,Other,2005-04-19 00:00:00, , 
21653,28725,13-SA-2005,Other,2005-04-19 00:00:00, , 
21654,29239,423-SA-2003#4,Other,2005-04-19 00:00:00, , 
21655,29237,124-SA-2005,Other,2005-04-19 00:00:00, , 
21656,29235,123-SA-2005,Other,2005-04-10 00:00:00,APPROVED, 
21657,29235,123-SA-2005,Other,2005-04-19 00:00:00, , 
21658,29221,121-SA-2005,Other,2005-04-19 00:00:00, , 
21659,29227,8-SA-2005#2,Other,2005-04-19 00:00:00, , 
21660,29204,24-LD-2005,Other,2005-04-04 00:00:00,APPROVED, 
21661,29204,24-LD-2005,Other,2005-04-19 00:00:00, , 
21662,29205,25-LD-2005,Other,2005-04-06 00:00:00,APPROVED, 
21663,29205,25-LD-2005,Other,2005-04-19 00:00:00, , 
21664,29218,120-SA-2005,Other,2005-04-19 00:00:00, , 
21665,29135,101-SA-2005,Other,2005-04-06 00:00:00,APPROVED, 
21666,29135,101-SA-2005,Other,2005-04-19 00:00:00, , 
21667,29190,116-SA-2005,Other,2005-04-19 00:00:00, , 
21668,29177,111-SA-2005,Other,2005-03-11 00:00:00,APPROVED, 
21669,29177,111-SA-2005,Other,2005-04-19 00:00:00, , 
21670,28971,66-SA-2005,Other,2005-04-19 00:00:00, , 
21671,29179,113-SA-2005,Other,2005-03-29 00:00:00,APPROVED, 
21672,29179,113-SA-2005,Other,2005-04-19 00:00:00, , 
21673,29150,55-SA-2005#2,Other,2005-04-19 00:00:00, , 
21674,29189,115-SA-2005,Other,2005-04-01 00:00:00,APPROVED, 
21675,29189,115-SA-2005,Other,2005-04-19 00:00:00, , 
21676,29178,112-SA-2005,Other,2005-03-28 00:00:00,APPROVED, 
21677,29178,112-SA-2005,Other,2005-04-19 00:00:00, , 
21678,29309,9-PP-2004#1A,City Council Hearing,2005-06-28 00:00:00,APPROVED,6-0
21679,29308,29-DR-2005,Development Review Hearing,2005-08-25 00:00:00,APPROVED,7-0
21681,27074,7-UP-2004,Planning Commission Hearing,2005-06-08 00:00:00,DENIED,6-1
21682,29310,4-HE-2005,City Council Hearing,2005-07-06 00:00:00,APPROVED,7-0
21685,27201,4-TA-2004,Planning Commission Hearing,2006-01-11 00:00:00,APPROVED,7-0
21686,28604,23-AB-2004,City Council Hearing,2005-06-21 00:00:00,AMENDED,7-0
21687,28474,36-UP-2004,City Council Hearing,2005-05-17 00:00:00,APPROVED,7-0
21689,28755,65-ZN-1992#5,City Council Hearing,2005-05-17 00:00:00,APPROVED,6-0
21691,29314,407-SA-2004#6,Other,2005-04-20 00:00:00,APPROVED, 
21692,29315,30-LL-2005,City Council Hearing,2005-06-07 00:00:00,APPROVED,7-0
21694,29318,144-SA-2005,Other,2005-04-21 00:00:00,APPROVED, 
22318,29674,79-GB-2005,Other,2005-06-22 00:00:00, , 
21724,29329,5-GP-2005,Remote Hearing,2005-08-24 00:00:00, , 
21725,29329,5-GP-2005,Planning Commission Hearing,2005-09-28 00:00:00,APPROVED,6-0
21726,29329,5-GP-2005,City Council Hearing,2005-10-24 00:00:00,APPROVED,6-0
23052,29522,186-SA-2005,Other,2005-05-26 00:00:00,,
21729,29330,6-GP-2005,Remote Hearing,2005-08-24 00:00:00,WITHDRAWN,
21732,29331,7-GP-2005,Remote Hearing,2005-08-24 00:00:00, , 
21733,29331,7-GP-2005,Planning Commission Hearing,2005-09-28 00:00:00,APPROVED,7-0
21734,29331,7-GP-2005,City Council Hearing,2005-10-24 00:00:00,APPROVED,7-0
21736,29332,8-GP-2005,Remote Hearing,2005-08-24 00:00:00, , 
21737,29332,8-GP-2005,Planning Commission Hearing,2005-09-28 00:00:00,APPROVED,7-0
21738,29332,8-GP-2005,City Council Hearing,2005-10-24 00:00:00,APPROVED,7-0
21742,29336,31-LL-2005,City Council Hearing,2005-06-07 00:00:00,APPROVED,7-0
21754,29343,31-DR-2005,Development Review Hearing,2005-05-19 00:00:00,APPROVED,6-0
21759,29348,54-GB-2005,Other,2005-04-26 00:00:00, , 
21762,29356,7-UP-2005,Planning Commission Hearing,2005-05-25 00:00:00,APPROVED,5-0
21763,29356,7-UP-2005,City Council Hearing,2005-06-21 00:00:00,APPROVED,7-0
21766,28012,28-UP-2004,Planning Commission Hearing,2005-05-11 00:00:00,CONTINUED,6-0
21770,29363,55-GB-2005,Other,2005-04-28 00:00:00, , 
21771,29364,32-DR-2005,Development Review Hearing,2005-08-25 00:00:00,APPROVED,7-0
21773,29254,128-SA-2005,Other,2005-04-28 00:00:00,APPROVED, 
21775,28942,15-DR-2005,Other,2005-04-28 00:00:00, , 
21800,28326,99-DR-2004,Development Review Hearing,2005-05-19 00:00:00,APPROVED,6-0
21804,29378,33-DR-2005,Development Review Hearing,2005-07-07 00:00:00,APPROVED,6-0
21812,28275,32-UP-2004,Planning Commission Hearing,2005-06-15 00:00:00,APPROVED,7-0
21688,28412,52-ZN-1997#3,City Council Hearing,2005-05-17 00:00:00,APPROVED,7-0
21695,29325,146-SA-2005,Other,2005-04-21 00:00:00,APPROVED, 
21705,29327,51-GB-2005,Other,2005-04-21 00:00:00, , 
21723,29328,147-SA-2005,Other,2005-04-21 00:00:00,APPROVED, 
21764,29358,151-SA-2005,Other,2005-04-27 00:00:00,APPROVED, 
21772,29362,154-SA-2005,Other,2005-04-28 00:00:00,APPROVED, 
21814,29396,160-SA-2005,Other,2005-05-05 00:00:00,APPROVED, 
21854,29416,31-LD-2005,Other,2005-05-09 00:00:00,APPROVED, 
21855,29416,31-LD-2005,Other,2005-05-09 00:00:00, , 
21856,29417,32-LD-2005,Other,2005-05-09 00:00:00,APPROVED, 
21858,29381,34-DR-2005,Development Review Hearing,2005-06-23 00:00:00,APPROVED,7-0
21859,28423,26-PP-2004,Development Review Hearing,2005-05-19 00:00:00,APPROVED,6-1
21866,29335,9-GP-2005,Other,2005-03-31 00:00:00, , 
21872,29439,167-SA-2005,Other,2005-05-12 00:00:00,APPROVED, 
21905,29438,55-DR-1986#2,Development Review Hearing,2005-07-07 00:00:00,APPROVED,6-0
21928,29466,175-SA-2005,Other,2005-05-18 00:00:00,APPROVED, 
21936,29472,177-SA-2005,Other,2005-05-18 00:00:00,APPROVED, 
21987,29490,180-SA-2005,Other,2005-05-23 00:00:00,APPROVED, 
21997,29491,50-DR-2005,Development Review Hearing,2005-06-23 00:00:00,APPROVED,7-0
21998,29493,7-PP-2005,Other,, , 
21999,29495,181-SA-2005,Other,2005-05-24 00:00:00,APPROVED, 
22000,29494,51-DR-2005,Development Review Hearing,2005-09-22 00:00:00,APPROVED,6-0
22033,29505,8-AB-2005,Planning Commission Hearing,2005-09-14 00:00:00,APPROVED,7-0
22034,29505,8-AB-2005,City Council Hearing,, ,
22035,29506,183-SA-2005,Other,2005-05-26 00:00:00,APPROVED, 
22088,29552,62-GB-2005,Other,2005-06-02 00:00:00, , 
22106,28481,23-ZN-2004,Planning Commission Hearing,2005-06-29 00:00:00,CONTINUED, 
22121,29588,205-SA-2005,Other,2005-06-07 00:00:00,APPROVED, 
22132,29596,82-DR-1984#2,Development Review Hearing,2005-09-08 00:00:00,APPROVED,6-0
22133,29597,10-UP-2005,Planning Commission Hearing,2005-07-13 00:00:00,APPROVED,5-0
22134,29597,10-UP-2005,City Council Hearing,2005-08-30 00:00:00,APPROVED,6-0
22135,29004,1-AB-2005,City Council Hearing,2005-06-28 00:00:00,APPROVED,6-0
22183,29585,204-SA-2005,Other,2005-06-13 00:00:00, , 
22184,29488,179-SA-2005,Other,2005-05-23 00:00:00,APPROVED, 
22185,29488,179-SA-2005,Other,2005-06-13 00:00:00, , 
22186,29622,4-DR-2005#2,Development Review Hearing,2005-07-07 00:00:00,APPROVED,6-0
22187,29515,184-SA-2005,Other,2005-05-26 00:00:00,APPROVED, 
22188,29515,184-SA-2005,Other,2005-06-13 00:00:00, , 
22189,29579,201-SA-2005,Other,2005-06-13 00:00:00, , 
22191,29588,205-SA-2005,Other,2005-06-13 00:00:00, , 
22192,29584,203-SA-2005,Other,2005-06-13 00:00:00, , 
22193,29580,202-SA-2005,Other,2005-06-03 00:00:00,APPROVED, 
22194,29580,202-SA-2005,Other,2005-06-13 00:00:00, , 
22195,29532,189-SA-2005,Other,2005-05-27 00:00:00,APPROVED, 
22196,29532,189-SA-2005,Other,2005-06-13 00:00:00, , 
21690,29312,30-DR-2005,Development Review Hearing,2005-07-07 00:00:00,APPROVED,6-0
21693,29317,89-DR-2004#2,Development Review Hearing,2005-07-07 00:00:00,APPROVED,6.0
21735,28605,26-ZN-2004,Open House,2005-05-10 00:00:00, , 
21756,28992,3-ZN-2005,Planning Commission Hearing,2005-05-25 00:00:00,APPROVED,5-0
21757,28992,3-ZN-2005,City Council Hearing,2005-06-21 00:00:00,APPROVED,7-0
21760,29351,5-AB-2005,Planning Commission Hearing,2005-05-25 00:00:00,APPROVED,4-0
21761,29351,5-AB-2005,City Council Hearing,2005-06-21 00:00:00,APPROVED,7-0
21805,29386,56-GB-2005,Other,2005-05-04 00:00:00, , 
21850,29410,163-SA-2005,Other,2005-05-06 00:00:00,APPROVED, 
21921,29452,10-ZN-2005,City Council Hearing,2005-09-06 00:00:00,CONTINUED,6-0
22214,29465,174-SA-2005,Other,2005-06-13 00:00:00, , 
22215,29472,177-SA-2005,Other,2005-06-13 00:00:00, , 
22216,29384,142-SA-2004#3,Other,2005-06-13 00:00:00, , 
22217,29370,157-SA-2005,Other,2005-05-02 00:00:00,APPROVED, 
22219,29365,155-SA-2005,Other,2005-06-13 00:00:00, , 
22220,29502,182-SA-2005,Other,2005-06-13 00:00:00, , 
22221,29506,183-SA-2005,Other,2005-06-13 00:00:00, , 
22222,29463,173-SA-2005,Other,2005-05-18 00:00:00,APPROVED, 
22223,29463,173-SA-2005,Other,2005-06-13 00:00:00, , 
22224,29487,178-SA-2005,Other,2005-05-24 00:00:00,APPROVED, 
22225,29487,178-SA-2005,Other,2005-06-13 00:00:00, , 
22226,29254,128-SA-2005,Other,2005-06-13 00:00:00, , 
22228,29626,213-SA-2005,Other,2005-06-13 00:00:00,APPROVED, 
22229,29367,156-SA-2005,Other,2005-04-29 00:00:00,APPROVED, 
22230,29367,156-SA-2005,Other,2005-06-13 00:00:00, , 
22231,29305,142-SA-2005,Other,2005-04-22 00:00:00,APPROVED, 
22232,29305,142-SA-2005,Other,2005-06-13 00:00:00, , 
22234,29569,199-SA-2005,Other,2005-06-13 00:00:00, , 
22235,29545,194-SA-2005,Other,2005-05-31 00:00:00,APPROVED, 
22236,29545,194-SA-2005,Other,2005-06-13 00:00:00, , 
22237,29526,187-SA-2005,Other,2005-05-27 00:00:00,APPROVED, 
22238,29526,187-SA-2005,Other,2005-06-13 00:00:00, , 
22240,29531,188-SA-2005,Other,2005-06-13 00:00:00, , 
22241,29495,181-SA-2005,Other,2005-06-13 00:00:00, , 
22242,29362,154-SA-2005,Other,2005-06-13 00:00:00, , 
22246,29635,11-UP-2005,Remote Hearing,2005-08-24 00:00:00,APPROVED,7-0
22256,29644,69-GB-2005,Other,2005-06-15 00:00:00, , 
22319,29675,80-GB-2005,Other,2005-06-22 00:00:00, , 
22341,29635,11-UP-2005,City Council Hearing,2005-09-20 00:00:00,APPROVED,7-0
22342,29636,12-UP-2005,City Council Hearing,2005-09-20 00:00:00,APPROVED,7-0
22343,29713,233-SA-2005,Other,2005-06-29 00:00:00,APPROVED, 
22347,29682,226-SA-2005,Other,2005-06-30 00:00:00,APPROVED, 
22348,29718,63-DR-2005,Development Review Hearing,2006-01-19 00:00:00,APPROVED,5-0
22364,29725,236-SA-2005,Other,2005-06-30 00:00:00,APPROVED, 
22377,29736,6-BA-2005,Board of Adjustments Hearing,2005-08-03 00:00:00,DENIED,3-2
22382,29741,240-SA-2005,Other,2005-07-05 00:00:00, , 
22383,29747,46-LD-2005,Other,2005-07-05 00:00:00,APPROVED, 
22385,29739,239-SA-2005,Other,2005-07-05 00:00:00,APPROVED, 
22386,29739,239-SA-2005,Other,2005-07-05 00:00:00, , 
22427,29752,17-ZN-2005,City Council Hearing,2005-10-24 00:00:00,APPROVED,7-0
22462,29762,244-SA-2005,Other,2005-07-07 00:00:00,APPROVED, 
22470,29775,248-SA-2005,Other,2005-07-11 00:00:00,APPROVED, 
22471,29762,244-SA-2005,Other,2005-07-11 00:00:00, , 
22472,29553,196-SA-2005,Other,2005-06-02 00:00:00,APPROVED, 
22478,29776,52-ZN-1997#4,Remote Hearing,2005-08-24 00:00:00,APPROVED,7-0
22479,29776,52-ZN-1997#4,City Council Hearing,2005-10-04 00:00:00,APPROVED,7-0
22507,28652,7-TA-2004,Remote Hearing,2005-08-24 00:00:00,AMENDED,5-1
22508,28481,23-ZN-2004,Remote Hearing,2005-08-24 00:00:00,AMENDED,6-0
22509,29777,249-SA-2005,Other,2005-07-11 00:00:00,APPROVED, 
22532,29793,64-DR-2005,Other,2005-09-08 00:00:00, ,
22535,29797,6-HE-2005,City Council Hearing,2005-09-06 00:00:00,APPROVED,6-0
22539,29203,27-PP-2004#2,City Council Hearing,2005-09-20 00:00:00,APPROVED,7-0
22540,27025,8-PP-2004,City Council Hearing,2005-08-30 00:00:00,APPROVED,6-0
22561,29819,68-DR-2005,Development Review Hearing,2005-10-06 00:00:00,APPROVED,6-0
22572,29837,268-SA-2005,Remote Hearing,2005-07-19 00:00:00,APPROVED, 
22573,29835,69-DR-2005,Development Review Hearing,2005-10-06 00:00:00,APPROVED,5-0
22637,29873,19-ZN-2005,Planning Commission Hearing,2005-11-09 00:00:00,CONTINUED,6-0
22638,29873,19-ZN-2005,City Council Hearing,2006-04-25 00:00:00,WITHDRAWN,
22640,29878,20-ZN-2005,Planning Commission Hearing,2005-09-28 00:00:00,CONTINUED,7-0
22641,29878,20-ZN-2005,City Council Hearing,, ,
22645,29888,56-LD-2005,Other,2005-06-27 00:00:00, , 
19444,27871,66-DR-2004,Development Review Hearing,2004-11-18 00:00:00,APPROVED,6-0
19489,27733,19-UP-2004,City Council Hearing,2004-12-14 00:00:00,APPROVED,4-3
19442,27869,61-GB-2004,Other,2004-08-12 00:00:00, , 
19445,27872,67-DR-2004,Development Review Hearing,, , 
19443,27870,33-EX-2004,City Council Hearing,2004-10-05 00:00:00, , 
27293,32858,6-LL-2007,City Council Hearing,2007-02-20 00:00:00,,
27295,32857,17-SA-2007,Other,2007-01-16 00:00:00,APPROVED,
27311,31432,44-DR-2006,Other,2007-01-18 00:00:00,APPROVED,
27348,32901,9-LL-2007,City Council Hearing,2007-03-06 00:00:00,,
27360,32884,23-SA-2007,Other,2007-01-26 00:00:00,,
27381,32852,4-LD-2007,Other,2007-01-26 00:00:00,,
27392,32921,5-GB-2007,Other,2007-01-29 00:00:00,APPROVED,
27405,32935,6-GB-2007,Other,2007-01-31 00:00:00,APPROVED,
27409,32945,7-GB-2007,Other,2007-01-31 00:00:00,APPROVED,
27420,32759,27-AB-2006,City Council Hearing,2007-04-24 00:00:00,APPROVED,6-1
27421,32551,62-ZN-1994#2,City Council Hearing,2007-03-20 00:00:00,APPROVED,7-0
27424,32966,45-SA-2007,Other,2007-02-06 00:00:00,APPROVED,
27436,32932,33-SA-2007,Other,2007-02-06 00:00:00,APPROVED,
27437,32275,12-ZN-2006,Planning Commission Hearing,2007-03-14 00:00:00,APPROVED,
27438,32386,14-ZN-2006,Planning Commission Hearing,2007-04-11 00:00:00,APPROVED,7-0
27439,30772,25-ZN-2005,City Council Hearing,2007-02-20 00:00:00,APPROVED,7-0
27442,29571,8-PP-2005,City Council Hearing,2007-03-20 00:00:00,APPROVED,7-0
27445,32987,8-GB-2007,Other,2007-02-08 00:00:00,APPROVED,
27447,32992,53-SA-2007,Other,2007-02-08 00:00:00,APPROVED,
27478,32996,434-SA-2006#2,Other,2007-02-09 00:00:00,APPROVED,
27496,33010,57-SA-2007,Other,2007-02-13 00:00:00,APPROVED,
27497,33019,9-GB-2007,Other,2007-02-14 00:00:00,APPROVED,
27500,33027,188-SA-2006#2,Other,2007-02-14 00:00:00,APPROVED,
27517,33032,62-SA-2007,Other,2007-02-15 00:00:00,APPROVED,
27521,33035,10-GB-2007,Other,2007-02-15 00:00:00,APPROVED,
27525,33042,65-SA-2007,Other,2007-02-16 00:00:00,APPROVED,
27533,33058,70-SA-2007,Other,2007-02-19 00:00:00,,
27534,32880,1-AB-2007,City Council Hearing,2007-03-20 00:00:00,APPROVED,6-1
27535,32959,29-ZN-2000#4,City Council Hearing,2007-03-20 00:00:00,APPROVED,7-0
27549,33067,11-GB-2007,Other,2007-02-21 00:00:00,APPROVED,
27558,32959,29-ZN-2000#4,Other,,,
27587,33077,10-DR-2007,Development Review Hearing,2007-08-23 00:00:00,APPROVED,6-0
27589,33009,3-AB-2007,Planning Commission Hearing,2007-09-19 00:00:00,APPROVED,6-0
27597,33041,64-SA-2007,Other,2007-02-16 00:00:00,APPROVED,
27641,33101,82-SA-2007,Other,2007-02-27 00:00:00,APPROVED,
27643,32917,31-SA-2007,Other,2007-01-26 00:00:00,APPROVED,
27644,32917,31-SA-2007,Other,2007-02-27 00:00:00,,
27646,32914,30-SA-2007,Other,2007-02-27 00:00:00,,
27647,31432,44-DR-2006,Other,2007-02-27 00:00:00,,
27648,32509,117-DR-2006,Other,2007-01-18 00:00:00,APPROVED,
27649,32509,117-DR-2006,Other,2007-02-27 00:00:00,,
27650,32931,32-SA-2007,Other,2007-02-27 00:00:00,,
27653,32839,13-SA-2007,Other,2007-04-24 00:00:00,,
27654,32906,28-SA-2007,Other,2007-02-27 00:00:00,,
27658,33091,79-SA-2007,Other,2007-02-26 00:00:00,APPROVED,
27659,33091,79-SA-2007,Other,2007-02-27 00:00:00,,
27661,33090,78-SA-2007,Other,2007-02-27 00:00:00,,
27662,33094,81-SA-2007,Other,2007-02-28 00:00:00,,
27668,33104,14-GB-2007,Other,2007-02-28 00:00:00,APPROVED,
27670,33021,91-DR-2005#2,Other,2007-03-01 00:00:00,,
27671,33051,8-DR-2007,Other,2007-03-01 00:00:00,,
27672,33077,10-DR-2007,Other,2007-03-01 00:00:00,,
27687,33121,87-SA-2007,Other,2007-03-01 00:00:00,APPROVED,
27690,33123,495-SA-2006#3,Other,2007-03-01 00:00:00,APPROVED,
27692,32615,12-TA-2006,City Council Hearing,,,
27723,33130,90-SA-2007,Other,2007-03-09 00:00:00,,
27724,33123,495-SA-2006#3,Other,2007-03-09 00:00:00,,
27725,33135,93-SA-2007,Other,2007-03-05 00:00:00,APPROVED,
27726,33135,93-SA-2007,Other,2007-03-09 00:00:00,,
27727,33128,89-SA-2007,Other,2007-03-09 00:00:00,,
27728,31239,103-SA-2006,Other,2007-02-27 00:00:00,APPROVED,
27729,31239,103-SA-2006,Other,2007-03-09 00:00:00,,
27730,33106,84-SA-2007,Other,2007-02-28 00:00:00,APPROVED,
27731,33106,84-SA-2007,Other,2007-03-09 00:00:00,,
27732,33102,83-SA-2007,Other,2007-02-27 00:00:00,APPROVED,
27733,33102,83-SA-2007,Other,2007-03-09 00:00:00,,
27734,33119,86-SA-2007,Other,2007-03-01 00:00:00,APPROVED,
27735,33119,86-SA-2007,Other,2007-03-09 00:00:00,,
27736,33083,74-SA-2007,Other,2007-02-27 00:00:00,APPROVED,
16492,26185,39-GB-2003,Other,2003-09-22 00:00:00, , 
16514,26194,9-BA-2003,Board of Adjustments Hearing,2003-11-05 00:00:00,DENIED,6-0
16549,26144,327-SA-2003,Other,2003-09-25 00:00:00,APPROVED, 
19494,27889,62-GB-2004,Other,2004-08-17 00:00:00, , 
19495,27890,63-GB-2004,Other,2004-08-17 00:00:00, , 
19504,27897,251-SA-2004,Other,2004-08-18 00:00:00,WITHDRAWN, 
19533,27901,65-GB-2004,Other,2004-08-19 00:00:00, , 
19547,27908,69-DR-2004,Development Review Hearing,2005-02-10 00:00:00,CONTINUED,6-0
19552,27921,66-LL-2004,City Council Hearing,2004-10-18 00:00:00,APPROVED,7-0
19556,26571,426-SA-2003,Other,2004-08-24 00:00:00,APPROVED, 
19557,27926,67-GB-2004,Other,2004-08-24 00:00:00, , 
19559,27927,24-UP-2004,City Council Hearing,2005-01-11 00:00:00,APPROVED,7-0
19562,27939,20-ZN-2004,Planning Commission Hearing,2005-07-13 00:00:00,APPROVED,5-0
19563,27939,20-ZN-2004,City Council Hearing,2005-08-30 00:00:00,APPROVED,6-0
19566,27910,254-SA-2004,Other,2004-08-30 00:00:00,CONTINUED, 
19568,27949,69-GB-2004,Other,2004-08-30 00:00:00, , 
19569,27953,25-UP-2004,Planning Commission Hearing,2004-10-13 00:00:00,APPROVED,5-0
19570,27953,25-UP-2004,City Council Hearing,2004-12-06 00:00:00,APPROVED,7-0
19571,27952,72-DR-2004,Development Review Hearing,2005-08-25 00:00:00,APPROVED,7-0
19572,27957,70-GB-2004,Other,2004-08-31 00:00:00, , 
19596,27927,24-UP-2004,Open House,2004-09-16 00:00:00, , 
19597,27927,24-UP-2004,Planning Commission Hearing,2004-09-29 00:00:00,INITIATED,7-0
19603,27913,66-LD-2004,Other,2004-08-20 00:00:00,APPROVED, 
19685,27979,26-UP-2004,City Council Hearing,2005-02-08 00:00:00,APPROVED,7-0
19686,27979,26-UP-2004,Planning Commission Hearing,2005-01-12 00:00:00,AMENDED,6-0
19694,27986,27-UP-2004,City Council Hearing,2004-12-14 00:00:00,APPROVED,7-0
19695,27986,27-UP-2004,Planning Commission Hearing,2004-10-27 00:00:00,APPROVED,5-0
19697,27989,69-LL-2004,City Council Hearing,2005-03-22 00:00:00,APPROVED,7-0
19711,27995,275-SA-2004,Other,2004-09-07 00:00:00,APPROVED, 
19712,27998,70-LL-2004,City Council Hearing,2005-03-22 00:00:00,APPROVED,7-0
19717,27993,273-SA-2004,Other,2004-09-09 00:00:00, , 
19724,27820,57-LD-2004,Other,2004-09-09 00:00:00, , 
19767,28028,279-SA-2004,Other,2004-09-13 00:00:00,APPROVED, 
19770,27716,16-UP-2004,Planning Commission Hearing,2004-10-13 00:00:00,APPROVED,4-1
